Date,Time_Period,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2015-01-11,1,4.002666666666669,-12.666666666666666,81.0,15.666666666666666,5.666666666666667,64.4,89.52666666666666,6,1,0
2015-01-11,2,1.5136666666666658,-15.1,86.33333333333333,18.833333333333332,7.666666666666667,16.1,89.575,6,1,0
2015-01-11,3,2.1230000000000007,-14.0,83.0,26.166666666666668,7.833333333333333,12.9,89.26666666666667,6,1,0
2015-01-12,0,16.76000000000001,-17.53333333333333,79.5,24.5,5.5,42.916666666666664,89.39833333333333,0,0,0
2015-01-12,1,1.4146666666666665,-11.216666666666667,57.666666666666664,34.166666666666664,12.166666666666666,64.4,89.40333333333332,0,0,0
2015-01-12,2,3.5616666666666648,-13.450000000000001,71.0,19.333333333333332,5.666666666666667,30.816666666666666,89.495,0,0,0
2015-01-12,3,5.845666666666663,-19.483333333333334,82.66666666666667,22.166666666666668,4.666666666666667,5.8999999999999995,89.44333333333333,0,0,0
2015-01-13,0,2.9466666666666663,-11.450000000000001,48.0,23.833333333333332,10.0,44.25,89.64,1,0,0
2015-01-13,1,0.7709999999999997,-8.299999999999999,46.5,23.833333333333332,7.5,64.4,89.52,1,0,0
2015-01-13,2,1.1226666666666667,-7.449999999999999,56.0,18.833333333333332,12.0,24.100000000000005,89.26666666666667,1,0,0
2015-01-13,3,3.5976666666666666,-12.35,51.333333333333336,26.0,9.666666666666666,24.100000000000005,89.54833333333333,1,0,0
2015-01-14,0,0.4150000000000002,-5.933333333333334,40.0,27.666666666666668,31.333333333333332,45.6,89.055,2,0,0
2015-01-14,1,0.3160000000000002,-4.85,37.166666666666664,27.833333333333332,24.666666666666668,64.4,89.10333333333334,2,0,0
2015-01-14,2,6.004,-4.583333333333333,55.833333333333336,17.333333333333332,13.5,25.450000000000003,89.105,2,0,0
2015-01-14,3,0.17600000000000002,-5.733333333333333,42.166666666666664,27.666666666666668,32.166666666666664,23.833333333333332,89.04166666666667,2,0,0
2015-01-15,0,5.260218115929357,-5.541783478287688,53.795331883823316,21.833333333333332,14.789290464349738,45.34479229310265,88.57773859776948,3,0,0
2015-01-15,1,0.31466666666666687,-9.616666666666667,28.0,30.166666666666668,18.666666666666668,64.4,88.27666666666666,3,0,0
2015-01-15,2,2.507,-7.766666666666667,39.833333333333336,23.333333333333332,15.5,24.100000000000005,88.10833333333333,3,0,0
2015-01-15,3,3.3176666666666668,-5.416666666666667,58.833333333333336,20.5,10.5,24.100000000000005,88.92333333333333,3,0,0
2015-01-16,0,0.525666666666667,-5.933333333333334,46.5,24.0,20.0,44.25,87.29333333333334,4,0,0
2015-01-16,1,0.659,-5.833333333333333,48.333333333333336,30.166666666666668,21.666666666666668,64.4,87.67833333333333,4,0,0
